document_id,posting_date,cost_center,vendor,amount
10630,2024-08-12,Sales,VEND1,4972
10631,2024-06-14,Finance,VEND3,1668
10632,2024-11-17,Sales,VEND2,100168
10633,2024-02-20,Sales,VEND2,-4414
10634,2024-05-01,HR,VEND2,1447
10635,2024-04-12,Sales,VEND2,2013
10636,2024-12-15,Finance,VEND3,-4309
10637,2024-05-01,Sales,VEND3,2553
10638,2024-10-18,Marketing,VEND3,3888
10639,2024-10-16,Sales,VEND2,-1543
10640,2024-12-30,IT,VEND1,2417
10641,2024-10-16,IT,VEND1,1194
10642,2024-09-03,Sales,VEND3,4587
10643,2024-06-30,IT,VEND3,-3421
10644,2024-05-06,Sales,VEND3,-397
10645,2024-12-08,HR,VEND1,2877
10646,2024-09-22,Marketing,VEND1,4820
10647,2024-06-15,HR,VEND2,4364
10648,2024-10-23,Marketing,VEND1,879
10649,2024-06-15,IT,VEND3,-2978
10650,2024-06-28,Sales,VEND3,-2327
10651,2024-08-10,HR,VEND2,406
10652,2024-10-23,HR,VEND2,-2940
10653,2024-01-03,Finance,VEND3,4893
10654,2024-04-14,HR,VEND3,2977
10655,2024-04-17,IT,VEND1,839
10656,2024-04-25,Marketing,VEND2,-4328
10657,2024-12-01,IT,VEND2,1582
10658,2024-10-19,Finance,VEND3,4784
10659,2024-03-15,Marketing,VEND1,-2798
10660,2024-01-09,Finance,VEND1,-2964
10661,2024-10-07,IT,VEND1,-4011
10662,2024-05-15,HR,VEND1,-3929
10663,2024-11-11,Finance,VEND2,-1443
10664,2024-01-18,IT,VEND2,-1658
10665,2024-07-11,HR,VEND1,2065
10666,2024-07-08,IT,VEND3,1345
10667,2024-01-03,Finance,VEND3,3607
10668,2024-03-12,IT,VEND1,264
10669,2024-08-24,Marketing,VEND3,2143
10670,2024-05-23,Finance,VEND3,-1212
10671,2024-06-07,Finance,VEND3,-3792
10672,2024-05-02,IT,VEND1,-1035
10673,2024-05-14,HR,VEND1,-4762
10674,2024-12-19,Sales,VEND1,4849
10675,2024-02-05,Marketing,VEND3,4919
10676,2024-08-15,IT,VEND3,-1641
10677,2024-06-23,HR,VEND2,1795
10678,2024-05-07,Sales,VEND1,2522
10679,2024-09-13,IT,VEND3,-4912
10680,2024-07-20,HR,VEND3,-3685
10681,2024-05-11,Finance,VEND3,-1342
10682,2024-07-29,HR,VEND1,4687
10683,2024-03-31,Finance,VEND2,3916
10684,2024-10-28,Finance,VEND3,1232
10685,2024-04-17,IT,VEND3,4627
10686,2024-09-10,HR,VEND2,3981
10687,2024-02-24,Finance,VEND1,-1446
10688,2024-08-19,Sales,VEND1,-3779
10689,2024-10-21,Marketing,VEND1,-3784
10690,2024-01-06,Sales,VEND2,-4089
10691,2024-06-02,Sales,VEND3,-1820
10692,2024-11-12,Finance,VEND2,3711
10693,2024-01-08,Finance,VEND1,-2264
10694,2024-01-27,IT,VEND1,4184
10695,2024-11-06,IT,VEND1,2502
10696,2024-12-02,IT,VEND2,-4983
10697,2024-05-12,HR,VEND3,4482
10698,2024-10-18,Finance,VEND3,-4765
10699,2024-08-26,HR,VEND2,3296
10700,2024-02-19,Sales,VEND2,-67
10701,2024-10-27,Finance,VEND3,3224
10702,2024-03-31,HR,VEND3,1915
10703,2024-10-18,Finance,VEND1,3888
10704,2024-01-06,Sales,VEND3,4701
10705,2024-12-04,IT,VEND1,-1852
10706,2024-06-03,Sales,VEND2,1120
10707,2024-12-24,Finance,VEND2,-936
10708,2024-09-19,Sales,VEND1,-2471
10709,2024-02-11,Marketing,VEND1,-2171
10710,2024-10-24,Sales,VEND3,-3198
10711,2024-04-02,IT,VEND2,2620
10712,2024-07-19,HR,VEND2,4023
10713,2024-09-27,HR,VEND1,-3613
10714,2024-07-25,HR,VEND3,-4007
10715,2024-02-20,Marketing,VEND2,-4209
10716,2024-02-08,Finance,VEND3,-4116
10717,2024-03-25,Finance,VEND2,1356
10718,2024-06-26,Finance,VEND2,1538
10719,2024-10-16,Sales,VEND3,2548
10720,2024-06-30,HR,VEND1,1603
10721,2024-01-13,IT,VEND3,-1213
10722,2024-02-18,Marketing,VEND2,4733
10723,2024-04-30,Marketing,VEND2,4306
10724,2024-10-25,Marketing,VEND2,-1392
10725,2024-06-30,HR,VEND2,1396
10726,2024-12-28,Marketing,VEND1,4792
10727,2024-01-13,HR,VEND2,-137
10728,2024-10-24,Finance,VEND2,-2338
10729,2024-04-27,Marketing,VEND2,-68
10730,2024-04-06,Finance,VEND1,-649
10731,2024-07-21,IT,VEND3,111266
10732,2024-04-07,Marketing,VEND2,-4650
10733,2024-12-01,IT,VEND3,-3279
10734,2024-03-31,Sales,VEND3,-1400
10735,2024-12-11,HR,VEND1,-3046
10736,2024-04-13,HR,VEND3,1614
10737,2024-02-05,IT,VEND3,1534
10738,2024-02-22,IT,VEND2,-122
10739,2024-10-21,HR,VEND3,-2897
10740,2024-10-29,Finance,VEND1,-118
10741,2024-11-15,Finance,VEND2,-2534
10742,2024-02-11,IT,VEND2,-2499
10743,2024-07-07,Finance,VEND3,-3582
10744,2024-05-31,Finance,VEND2,2169
10745,2024-08-28,Marketing,VEND1,764
10746,2024-02-15,IT,VEND1,52
10747,2024-08-18,Marketing,VEND1,-4581
10748,2024-04-17,Sales,VEND1,585
10749,2024-06-22,Marketing,VEND1,4788
10750,2024-03-31,Finance,VEND3,-4493
10751,2024-05-29,Marketing,VEND2,1043
10752,2024-01-30,Marketing,VEND1,-124
10753,2024-11-14,Sales,VEND1,-4284
10754,2024-09-01,HR,VEND2,1779
10755,2024-06-13,Finance,VEND2,-3961
10756,2024-06-23,Marketing,VEND1,1720
10757,2024-10-01,IT,VEND3,2064
10758,2024-03-29,Finance,VEND3,4755
10759,2024-09-07,Finance,VEND3,-3445
10760,2024-11-21,Finance,VEND1,3254
10761,2024-08-03,Marketing,VEND2,-92
10762,2024-12-14,Finance,VEND3,-2998
10763,2024-08-03,HR,VEND1,-93
10764,2024-07-07,IT,VEND1,-4057
10765,2024-01-23,Finance,VEND2,2130
10766,2024-12-06,Sales,VEND1,-758
10767,2024-06-10,HR,VEND3,-3960
10768,2024-06-25,IT,VEND1,73949
10769,2024-05-29,IT,VEND3,2591
10770,2024-05-19,Finance,VEND2,3849
10771,2024-09-22,IT,VEND2,4281
10772,2024-05-23,Sales,VEND2,-67
10773,2024-07-28,IT,VEND2,796
10774,2024-03-29,Finance,VEND3,-3294
10775,2024-04-19,IT,VEND3,-3830
10776,2024-04-07,HR,VEND2,-3685
10777,2024-04-01,HR,VEND1,-2598
10778,2024-10-31,Finance,VEND1,-1415
10779,2024-02-08,Marketing,VEND3,-333
10780,2024-09-22,Finance,VEND3,-2386
10781,2024-07-27,IT,VEND1,3214
10782,2024-03-13,Finance,VEND1,-1064
10783,2024-10-04,Finance,VEND2,4525
10784,2024-04-18,Sales,VEND3,129101
10785,2024-12-06,HR,VEND3,-4053
10786,2024-02-19,Sales,VEND3,2668
10787,2024-01-14,Sales,VEND1,-4335
10788,2024-12-05,Marketing,VEND1,-4896
10789,2024-02-28,Finance,VEND1,-3821
10790,2024-08-06,Sales,VEND1,-965
10791,2024-08-16,HR,VEND3,3339
10792,2024-08-05,Marketing,VEND1,-4739
10793,2024-04-24,HR,VEND3,2409
10794,2024-07-06,Marketing,VEND2,97
10795,2024-05-18,IT,VEND1,-2785
10796,2024-01-21,HR,VEND3,1499
10797,2024-09-30,Marketing,VEND2,-1891
10798,2024-06-12,Marketing,VEND2,910
10799,2024-09-07,IT,VEND1,-1840
10800,2024-07-17,HR,VEND1,-2373
10801,2024-07-06,HR,VEND1,3499
10802,2024-03-25,IT,VEND2,-2694
10803,2024-10-25,HR,VEND2,129498
10804,2024-11-17,Sales,VEND1,1036
10805,2024-02-25,Marketing,VEND2,4420
10806,2024-10-24,IT,VEND1,-2785
10807,2024-08-29,HR,VEND2,4418
10808,2024-08-16,Finance,VEND2,4712
10809,2024-01-30,Sales,VEND1,-2074
10810,2024-11-18,Finance,VEND3,4936
10811,2024-02-16,IT,VEND2,3971
10812,2024-02-06,IT,VEND1,-1916
10813,2024-02-20,Sales,VEND2,2644
10814,2024-04-01,Finance,VEND3,-2216
10815,2024-11-26,HR,VEND2,-4042
10816,2024-09-07,IT,VEND3,658
10817,2024-02-15,Finance,VEND3,-1436
10818,2024-03-15,Marketing,VEND3,-3123
10819,2024-10-04,Sales,VEND1,1381
10820,2024-06-08,Marketing,VEND1,-1454
10821,2024-02-11,HR,VEND1,-4380
10822,2024-10-10,Sales,VEND2,-4724
10823,2024-08-16,Finance,VEND3,1223
10824,2024-01-30,IT,VEND1,-670
10825,2024-01-10,IT,VEND3,160
10826,2024-07-12,Sales,VEND2,2226
10827,2024-06-04,IT,VEND1,2968
10828,2024-08-19,HR,VEND1,1506
10829,2024-01-07,IT,VEND3,-2773
10830,2024-08-19,Sales,VEND3,3737
10831,2024-07-05,IT,VEND3,4847
10832,2024-03-22,IT,VEND3,-3695
10833,2024-08-27,Finance,VEND2,95060
10834,2024-11-15,Sales,VEND1,2470
10835,2024-05-26,HR,VEND3,1950
10836,2024-03-09,Finance,VEND1,-810
10837,2024-02-28,Sales,VEND2,-1664
10838,2024-11-23,HR,VEND1,-3907
10839,2024-10-08,HR,VEND2,3562
10840,2024-01-05,Finance,VEND3,2020
10841,2024-01-16,Marketing,VEND3,3579
10842,2024-05-26,Marketing,VEND3,-625
10843,2024-05-20,IT,VEND3,-1574
10844,2024-06-03,Marketing,VEND3,-820
10845,2024-01-27,Finance,VEND2,1513
10846,2024-10-20,Marketing,VEND3,2737
10847,2024-09-22,HR,VEND2,967
10848,2024-09-24,Sales,VEND1,3831
10849,2024-05-09,IT,VEND3,688
10850,2024-08-23,IT,VEND2,-3808
10851,2024-10-07,HR,VEND3,4513
10852,2024-10-22,Marketing,VEND3,4378
10853,2024-03-04,Marketing,VEND1,-2231
10854,2024-08-11,HR,VEND3,4538
10855,2024-05-21,Sales,VEND3,-1115
10856,2024-11-30,Sales,VEND3,-3515
10857,2024-10-06,Marketing,VEND1,2974
10858,2024-01-02,Finance,VEND2,83
10859,2024-05-28,Finance,VEND3,-4652
10860,2024-12-08,HR,VEND1,-1007
10861,2024-07-05,HR,VEND1,3988
10862,2024-05-24,IT,VEND3,4252
10863,2024-06-21,Sales,VEND3,3091
10864,2024-12-23,Sales,VEND1,-3153
10865,2024-11-14,IT,VEND3,2082
10866,2024-02-23,HR,VEND3,75951
10867,2024-01-07,Finance,VEND1,-521
10868,2024-03-24,Marketing,VEND2,-4120
10869,2024-12-08,Finance,VEND3,278
10870,2024-08-09,Finance,VEND2,-2955
10871,2024-01-13,HR,VEND3,70
10872,2024-07-25,Sales,VEND1,1890
10873,2024-11-07,Sales,VEND1,12
10874,2024-09-14,HR,VEND3,4781
10875,2024-03-11,Marketing,VEND3,2662
10876,2024-06-03,HR,VEND2,2453
10877,2024-08-23,Sales,VEND2,-3330
10878,2024-12-29,Finance,VEND2,-1740
10879,2024-05-06,Sales,VEND2,522
10880,2024-07-14,Finance,VEND2,-2969
10881,2024-09-30,Sales,VEND3,206
10882,2024-04-14,Finance,VEND1,4959
10883,2024-04-02,Marketing,VEND3,4083
10884,2024-02-16,Finance,VEND2,2951
10885,2024-04-12,Marketing,VEND3,-1117
10886,2024-04-18,Sales,VEND3,477
10887,2024-10-22,HR,VEND2,-1475
10888,2024-10-01,Finance,VEND3,-2223
10889,2024-06-07,Marketing,VEND3,2928
10890,2024-06-02,IT,VEND3,3033
10891,2024-02-13,Marketing,VEND3,-1370
10892,2024-04-27,Sales,VEND2,-1032
10893,2024-09-07,HR,VEND3,182
10894,2024-08-31,Sales,VEND1,-4289
10895,2024-01-28,Marketing,VEND2,4428
10896,2024-02-11,Finance,VEND3,-3249
10897,2024-06-01,Marketing,VEND3,4557
10898,2024-04-13,Sales,VEND2,2770
10899,2024-05-02,Finance,VEND1,-3867
10900,2024-04-21,Finance,VEND3,4100
10901,2024-12-19,HR,VEND3,4761
10902,2024-08-06,IT,VEND2,966
10903,2024-12-12,Marketing,VEND2,-3442
10904,2024-10-24,Sales,VEND3,2782
10905,2024-07-31,Marketing,VEND2,-1471
10906,2024-05-27,IT,VEND3,-737
10907,2024-09-02,HR,VEND3,-3234
10908,2024-04-04,Marketing,VEND1,880
10909,2024-09-12,Finance,VEND3,-3069
10910,2024-03-23,IT,VEND1,575
10911,2024-11-10,HR,VEND2,-208
10912,2024-01-11,HR,VEND2,3251
10913,2024-07-10,HR,VEND1,2144
10914,2024-03-23,HR,VEND3,2614
10915,2024-09-25,HR,VEND1,-4793
10916,2024-12-05,HR,VEND1,3872
10917,2024-08-02,HR,VEND2,-975
10918,2024-09-17,HR,VEND3,4828
10919,2024-11-26,Sales,VEND1,1828
10920,2024-04-20,Finance,VEND1,156
10921,2024-01-31,HR,VEND3,3912
10922,2024-01-16,Marketing,VEND3,2334
10923,2024-11-09,Marketing,VEND2,-2500
10924,2024-04-19,Marketing,VEND1,1575
10925,2024-03-26,HR,VEND3,-2046
10926,2024-05-05,IT,VEND1,-276
10927,2024-06-03,HR,VEND2,1032
10928,2024-12-08,Sales,VEND3,-4309
10929,2024-02-10,Sales,VEND1,4388
10930,2024-10-07,IT,VEND2,903
10931,2024-07-21,Sales,VEND3,1221
10932,2024-06-27,Sales,VEND2,-4244
10933,2024-10-15,IT,VEND3,3560
10934,2024-03-25,IT,VEND3,2061
10935,2024-06-09,Sales,VEND3,-1296
10936,2024-05-19,Sales,VEND3,2257
10937,2024-03-06,Marketing,VEND1,3534
10938,2024-11-02,HR,VEND1,-2878
10939,2024-11-18,IT,VEND2,-1094
10940,2024-03-19,HR,VEND2,-2447
10941,2024-06-25,HR,VEND1,4670
10942,2024-08-11,Finance,VEND3,-1793
10943,2024-05-24,IT,VEND1,-3529
10944,2024-12-23,Marketing,VEND1,-1830
10945,2024-05-25,Finance,VEND2,-2037
10946,2024-06-23,Finance,VEND1,-2265
10947,2024-08-11,Sales,VEND1,3375
10948,2024-05-12,Sales,VEND3,-4173
10949,2024-03-28,Sales,VEND2,3145
10950,2024-12-14,IT,VEND2,3364
10951,2024-05-22,Marketing,VEND1,148980
10952,2024-07-08,IT,VEND2,4293
10953,2024-11-26,Finance,VEND2,4809
10954,2024-03-26,HR,VEND1,-3623
10955,2024-12-14,HR,VEND2,900
10956,2024-01-28,HR,VEND1,1273
10957,2024-02-08,Marketing,VEND1,-4980
10958,2024-10-24,HR,VEND3,1246
10959,2024-11-23,Finance,VEND3,-2691
10960,2024-07-18,Sales,VEND1,3382
10961,2024-10-11,Sales,VEND1,1871
10962,2024-01-24,Sales,VEND1,-3380
10963,2024-04-23,IT,VEND1,2808
10964,2024-05-06,Finance,VEND3,967
10965,2024-01-21,Sales,VEND3,2434
10966,2024-02-16,Finance,VEND1,4172
10967,2024-11-21,IT,VEND1,-3398
10968,2024-05-26,IT,VEND1,2205
10969,2024-10-10,IT,VEND3,-4870
10970,2024-03-13,Sales,VEND2,-3543
10971,2024-01-29,Marketing,VEND3,886
10972,2024-12-05,Marketing,VEND1,-4829
10973,2024-04-02,Sales,VEND3,988
10974,2024-03-18,Sales,VEND3,1297
10975,2024-10-29,IT,VEND1,4205
10976,2024-06-29,Finance,VEND3,-4497
10977,2024-09-27,Marketing,VEND1,-3858
10978,2024-08-23,Marketing,VEND1,-4732
10979,2024-09-05,Finance,VEND1,1651
10980,2024-07-26,Sales,VEND3,4721
10981,2024-06-13,Sales,VEND2,-1599
10982,2024-08-29,Sales,VEND1,2917
10983,2024-06-24,Marketing,VEND1,-4696
10984,2024-07-17,Finance,VEND1,1145
10985,2024-01-18,Sales,VEND3,2667
10986,2024-10-12,Finance,VEND2,-4383
10987,2024-06-06,Finance,VEND2,1935
10988,2024-02-20,IT,VEND3,43
10989,2024-09-07,Marketing,VEND3,1191
10990,2024-03-23,IT,VEND3,-1828
10991,2024-12-15,HR,VEND2,2150
10992,2024-01-18,Finance,VEND2,3473
10993,2024-09-06,Finance,VEND2,-3215
10994,2024-02-08,HR,VEND1,4121
10995,2024-05-23,Marketing,VEND3,-714
10996,2024-04-04,Finance,VEND3,-3080
10997,2024-12-15,HR,VEND3,273
10998,2024-03-30,HR,VEND3,2804
10999,2024-05-02,HR,VEND2,4604
11000,2024-08-29,Marketing,VEND3,3086
11001,2024-05-25,IT,VEND1,2456
11002,2024-10-15,Sales,VEND2,-2353
11003,2024-05-01,Finance,VEND1,-243
11004,2024-02-19,Finance,VEND1,3231
11005,2024-04-13,Sales,VEND3,-4530
11006,2024-02-16,IT,VEND3,-3730
11007,2024-03-11,Sales,VEND2,-1615
11008,2024-02-13,Finance,VEND1,-2381
11009,2024-05-21,Finance,VEND3,-3755
11010,2024-06-17,IT,VEND3,848
11011,2024-03-25,Sales,VEND3,3748
11012,2024-08-31,IT,VEND3,-3691
11013,2024-09-29,IT,VEND2,516
11014,2024-03-30,Finance,VEND2,2476
11015,2024-07-05,Finance,VEND2,-4198
11016,2024-06-07,HR,VEND3,1550
11017,2024-09-15,HR,VEND3,1427
11018,2024-04-29,Sales,VEND2,4615
11019,2024-09-08,Finance,VEND1,-3380
11020,2024-06-30,Sales,VEND1,-3106
11021,2024-01-18,Finance,VEND1,-1364
11022,2024-10-31,IT,VEND2,-3163
11023,2024-10-23,IT,VEND3,2964
11024,2024-01-21,Marketing,VEND1,-2955
11025,2024-12-24,IT,VEND1,-593
11026,2024-03-08,IT,VEND2,-1368
11027,2024-09-27,IT,VEND3,-3099
11028,2024-04-16,Finance,VEND1,3348
11029,2024-01-29,Finance,VEND1,2388
11030,2024-11-17,Finance,VEND1,-2826
11031,2024-02-07,IT,VEND1,1783
11032,2024-01-07,IT,VEND3,-3693
11033,2024-02-03,Sales,VEND3,-3352
11034,2024-03-04,Sales,VEND2,933
11035,2024-03-03,HR,VEND3,3086
11036,2024-02-26,Finance,VEND1,952
11037,2024-05-26,Marketing,VEND1,-239
11038,2024-04-29,IT,VEND2,1608
11039,2024-12-22,Sales,VEND2,-2567
11040,2024-12-01,Finance,VEND1,295
11041,2024-12-31,Finance,VEND1,-3529
11042,2024-01-22,IT,VEND1,-4220
11043,2024-12-25,Marketing,VEND1,4140
11044,2024-07-02,Sales,VEND3,2730
11045,2024-05-08,HR,VEND1,82135
11046,2024-01-30,IT,VEND3,1422
11047,2024-03-02,Marketing,VEND2,-3050
11048,2024-07-04,HR,VEND2,1079
11049,2024-10-31,Sales,VEND2,-3082
11050,2024-10-22,IT,VEND2,292
11051,2024-09-28,HR,VEND3,-2936
11052,2024-02-07,HR,VEND1,-172
11053,2024-01-19,HR,VEND1,-1254
11054,2024-10-29,IT,VEND1,139
11055,2024-11-16,Marketing,VEND1,1149
11056,2024-12-21,Sales,VEND2,1764
11057,2024-07-16,Marketing,VEND2,2989
11058,2024-03-30,Finance,VEND1,-899
11059,2024-06-02,Finance,VEND1,-4776
11060,2024-12-31,IT,VEND1,881
11061,2024-11-15,IT,VEND1,959
11062,2024-10-09,Finance,VEND2,-553
11063,2024-07-17,Finance,VEND3,-3144
11064,2024-07-28,IT,VEND3,395
11065,2024-01-08,HR,VEND2,-4548
11066,2024-07-13,Marketing,VEND2,3485
11067,2024-07-25,HR,VEND1,3096
11068,2024-04-06,Sales,VEND3,-2019
11069,2024-09-04,Finance,VEND3,3476
11070,2024-10-05,Marketing,VEND2,-4441
11071,2024-06-14,Marketing,VEND1,-1011
11072,2024-02-16,Sales,VEND1,-324
11073,2024-07-15,HR,VEND3,3140
11074,2024-09-07,HR,VEND2,2390
11075,2024-11-07,IT,VEND1,2024
11076,2024-11-03,Finance,VEND1,-3467
11077,2024-08-13,Sales,VEND3,-2763
11078,2024-11-03,Finance,VEND1,4869
11079,2024-04-22,Marketing,VEND2,-1118
11080,2024-07-27,Sales,VEND3,-1854
11081,2024-04-04,Sales,VEND1,-4004
11082,2024-01-18,HR,VEND1,220
11083,2024-09-25,Finance,VEND2,-4025
11084,2024-02-15,Sales,VEND1,-1789
11085,2024-12-20,HR,VEND1,67208
11086,2024-11-26,IT,VEND1,-4989
11087,2024-03-09,Marketing,VEND2,-3933
11088,2024-10-29,Finance,VEND1,-3278
11089,2024-10-31,Marketing,VEND3,-1486
11090,2024-01-23,Marketing,VEND2,3351
11091,2024-06-24,Marketing,VEND3,-2963
11092,2024-11-17,IT,VEND2,-4179
11093,2024-01-08,IT,VEND1,2025
11094,2024-10-14,IT,VEND3,-339
11095,2024-03-03,HR,VEND1,-3139
11096,2024-07-26,Finance,VEND2,2484
11097,2024-11-10,IT,VEND1,-3656
11098,2024-05-09,IT,VEND2,1883
11099,2024-02-27,Finance,VEND2,4934
11100,2024-04-11,Sales,VEND1,-1290
11101,2024-07-31,IT,VEND1,1327
11102,2024-06-10,Marketing,VEND3,669
11103,2024-12-09,IT,VEND2,4209
11104,2024-03-17,Marketing,VEND3,3540
11105,2024-05-27,Marketing,VEND1,-1266
11106,2024-04-11,Sales,VEND3,3587
11107,2024-03-18,Marketing,VEND1,2391
11108,2024-12-11,IT,VEND2,2214
11109,2024-11-19,IT,VEND3,2572
11110,2024-02-26,Finance,VEND1,-244
11111,2024-04-18,Marketing,VEND2,3283
11112,2024-10-14,Sales,VEND3,-4917
11113,2024-06-09,Marketing,VEND2,-1897
11114,2024-08-29,IT,VEND2,-3740
11115,2024-03-05,IT,VEND1,4564
11116,2024-12-28,Finance,VEND1,-3267
11117,2024-11-24,HR,VEND3,-3592
11118,2024-06-05,IT,VEND2,4229
11119,2024-01-04,Finance,VEND3,3991
11120,2024-04-28,Marketing,VEND3,-541
11121,2024-03-03,Marketing,VEND1,-761
11122,2024-05-22,IT,VEND3,-55
11123,2024-06-14,HR,VEND2,4663
11124,2024-04-02,Finance,VEND2,840
11125,2024-02-10,Sales,VEND1,-1819
11126,2024-12-16,Finance,VEND2,-4959
11127,2024-04-07,Finance,VEND2,-4148
11128,2024-05-26,IT,VEND2,2746
11129,2024-10-08,Finance,VEND3,-89
11130,2024-02-27,IT,VEND3,-3185
11131,2024-01-08,Finance,VEND2,-707
11132,2024-03-10,IT,VEND3,3784
11133,2024-05-25,IT,VEND1,-2053
11134,2024-10-07,HR,VEND3,838
11135,2024-03-27,IT,VEND2,-2056
11136,2024-05-16,HR,VEND1,4533
11137,2024-02-26,HR,VEND2,-2831
11138,2024-06-02,Sales,VEND3,-4955
11139,2024-07-23,Marketing,VEND1,-1168
11140,2024-04-07,Sales,VEND3,-4807
11141,2024-02-14,IT,VEND2,-2075
11142,2024-09-21,IT,VEND2,4690
11143,2024-02-10,Marketing,VEND3,3400
11144,2024-06-14,HR,VEND1,4588
11145,2024-01-19,Marketing,VEND3,4432
11146,2024-06-17,Marketing,VEND1,3993
11147,2024-01-05,IT,VEND1,4029
11148,2024-01-10,Finance,VEND1,1390
11149,2024-11-01,HR,VEND1,-3661
11150,2024-06-26,Finance,VEND3,-2629
11151,2024-10-14,HR,VEND3,-2535
11152,2024-02-02,Finance,VEND2,2289
11153,2024-04-14,IT,VEND1,-1996
11154,2024-10-26,IT,VEND2,-3341
11155,2024-02-28,IT,VEND1,-4910
11156,2024-07-01,IT,VEND3,1597
11157,2024-02-19,Finance,VEND1,-151
11158,2024-08-29,Finance,VEND2,2166
11159,2024-01-24,Marketing,VEND3,877
11160,2024-12-12,Marketing,VEND1,-4835
11161,2024-08-13,HR,VEND2,-4720
11162,2024-01-04,Marketing,VEND1,-1566
11163,2024-10-30,IT,VEND1,-277
11164,2024-08-12,Finance,VEND3,-3311
11165,2024-06-10,IT,VEND1,38
11166,2024-03-25,Sales,VEND1,1330
11167,2024-04-18,Sales,VEND3,-1389
11168,2024-01-17,Finance,VEND3,3892
11169,2024-03-07,IT,VEND1,-3093
11170,2024-02-27,Finance,VEND1,2824
11171,2024-04-18,Sales,VEND2,270
11172,2024-01-20,Finance,VEND2,-1137
11173,2024-06-14,Finance,VEND1,-1965
11174,2024-09-19,IT,VEND2,3056
11175,2024-10-07,IT,VEND2,4092
11176,2024-07-07,IT,VEND1,-1452
11177,2024-04-01,Sales,VEND1,-1188
11178,2024-04-18,IT,VEND1,-4364
11179,2024-11-11,Marketing,VEND1,2561
11180,2024-07-20,HR,VEND2,2109
11181,2024-09-13,Marketing,VEND3,-4926
11182,2024-02-28,Sales,VEND3,4136
11183,2024-07-18,Marketing,VEND3,-1704
11184,2024-11-19,IT,VEND3,4272
11185,2024-01-17,Marketing,VEND3,2576
11186,2024-05-31,Sales,VEND1,4852
11187,2024-09-29,Finance,VEND3,2732
11188,2024-06-23,Sales,VEND1,-3543
11189,2024-11-03,IT,VEND1,-1931
11190,2024-11-03,Finance,VEND2,3968
11191,2024-04-01,IT,VEND3,-3576
11192,2024-07-09,Sales,VEND3,2143
11193,2024-04-19,Marketing,VEND3,949
11194,2024-03-20,Finance,VEND2,-4899
11195,2024-01-09,Sales,VEND2,3850
11196,2024-09-19,HR,VEND1,-2290
11197,2024-06-21,Marketing,VEND3,-4255
11198,2024-02-06,HR,VEND1,3086
11199,2024-11-06,HR,VEND3,277
11200,2024-12-09,Finance,VEND1,-3128
11201,2024-10-29,HR,VEND3,-739
11202,2024-01-19,Sales,VEND3,4735
11203,2024-09-05,Marketing,VEND1,2679
11204,2024-11-17,Sales,VEND2,2727
11205,2024-01-05,IT,VEND3,2067
11206,2024-12-14,HR,VEND1,1870
11207,2024-09-03,IT,VEND3,-3225
11208,2024-12-20,HR,VEND1,2704
11209,2024-06-26,Finance,VEND1,-1857
11210,2024-06-16,Sales,VEND2,-2960
11211,2024-04-28,Marketing,VEND2,3213
11212,2024-05-29,IT,VEND1,-1663
11213,2024-04-16,Finance,VEND1,-4991
11214,2024-06-10,Sales,VEND2,-150
11215,2024-11-27,Sales,VEND1,648
11216,2024-07-26,Sales,VEND1,-2902
11217,2024-03-12,Finance,VEND2,682
11218,2024-07-20,Finance,VEND2,2847
11219,2024-02-26,HR,VEND1,3311
11220,2024-02-04,Finance,VEND1,-1726
11221,2024-03-26,IT,VEND2,2362
11222,2024-07-31,IT,VEND2,1115
11223,2024-12-17,IT,VEND3,-1418
11224,2024-10-19,Sales,VEND2,2865
11225,2024-12-20,HR,VEND3,3420
11226,2024-11-18,IT,VEND2,-3039
11227,2024-11-12,Finance,VEND2,3543
11228,2024-10-02,Finance,VEND2,-1543
11229,2024-12-24,Marketing,VEND1,3593
11230,2024-10-28,IT,VEND1,95
11231,2024-01-08,Finance,VEND2,-1195
11232,2024-10-15,Sales,VEND1,627
11233,2024-02-28,Finance,VEND2,3549
11234,2024-01-19,Marketing,VEND2,107932
11235,2024-01-07,Marketing,VEND2,-3057
11236,2024-07-20,Marketing,VEND2,-1802
11237,2024-11-08,Finance,VEND1,-1012
11238,2024-05-07,Sales,VEND1,1263
11239,2024-06-03,Marketing,VEND3,-1255
11240,2024-11-14,IT,VEND2,-732
11241,2024-02-03,Sales,VEND3,-4399
11242,2024-12-20,IT,VEND3,-3007
11243,2024-03-01,HR,VEND3,3579
11244,2024-12-03,Finance,VEND3,3953
11245,2024-04-06,HR,VEND2,504
11246,2024-07-18,Marketing,VEND2,4873
11247,2024-03-20,IT,VEND1,-734
11248,2024-03-27,Finance,VEND2,918
11249,2024-10-11,Marketing,VEND1,-3935
11250,2024-07-26,IT,VEND3,-319
11251,2024-06-19,IT,VEND3,494
11252,2024-07-19,Marketing,VEND1,4078
11253,2024-11-02,Marketing,VEND2,4184
11254,2024-10-17,Finance,VEND1,-3518
11255,2024-11-02,Sales,VEND2,669
11256,2024-02-15,IT,VEND1,-4514
11257,2024-08-27,Marketing,VEND3,3836
11258,2024-04-15,HR,VEND2,-3008
11259,2024-08-07,IT,VEND3,-3858
11260,2024-05-02,IT,VEND2,-1338
11261,2024-09-03,Sales,VEND2,-2802
11262,2024-10-24,Finance,VEND2,-3100
